id,ja,ko,en,source_commit
0,ギザみみ,삐죽귀,Spiky,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
4,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
5,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
6,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
7,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
8,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
9,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
10,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
11,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
12,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
13,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
14,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
15,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
16,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
17,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
18,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
19,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
20,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
21,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
22,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
23,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
24,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
25,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
26,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
27,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
28,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
29,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
30,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
31,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
32,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
33,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
34,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
35,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
36,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
37,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
38,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
39,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
40,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
41,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
42,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
43,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
44,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
45,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
46,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
47,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
48,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
49,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
50,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
51,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
52,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
53,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
54,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
55,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
56,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
57,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
58,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
59,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
60,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
61,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
62,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
63,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
64,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
65,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
66,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
67,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
68,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
69,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
70,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
71,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
72,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
73,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
74,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
75,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
76,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
77,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
78,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
79,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
80,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
81,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
82,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
83,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
84,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
85,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
86,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
87,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
88,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
89,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
90,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
91,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
92,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
93,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
94,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
95,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
96,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
97,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
98,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
99,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
100,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
101,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
102,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
103,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
104,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
105,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
106,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
107,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
108,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
109,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
110,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
111,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
112,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
113,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
114,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
115,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
116,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
117,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
118,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
119,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
120,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
121,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
122,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
123,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
124,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
125,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
126,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
127,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
128,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
129,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
130,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
131,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
132,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
133,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
134,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
135,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
136,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
137,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
138,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
139,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
140,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
141,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
142,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
143,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
144,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
145,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
146,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
147,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
148,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
149,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
150,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
151,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
152,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
153,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
154,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
155,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
156,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
157,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
158,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
159,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
160,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
161,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
162,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
163,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
164,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
165,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
166,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
167,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
168,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
169,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
170,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
171,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
172,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
173,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
174,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
175,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
176,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
177,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
178,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
179,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
180,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
181,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
182,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
183,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
184,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
185,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
186,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
187,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
188,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
189,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
190,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
191,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
192,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
193,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
194,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
195,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
196,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
197,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
198,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
199,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
200,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
201,あるすがた,형태별 모습,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
202,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
203,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
204,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
205,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
206,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
207,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
208,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
209,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
210,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
211,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
212,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
213,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
214,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
215,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
216,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
217,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
218,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
219,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
220,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
221,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
222,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
223,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
224,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
225,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
226,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
227,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
228,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
229,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
230,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
231,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
232,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
233,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
234,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
235,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
236,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
237,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
238,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
239,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
240,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
241,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
242,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
243,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
244,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
245,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
246,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
247,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
248,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
249,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
250,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
251,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
252,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
253,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
254,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
255,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
256,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
257,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
258,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
259,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
260,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
261,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
