domain,source_path,source_commit,ingestion_mode
encounters,PKHeX.Core/Legality/Encounters/Data/EncounterEvent.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/EncounterUtil.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen1/Encounters1.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen1/Encounters1GBEra.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen1/Encounters1VC.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen2/Encounters2.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen2/Encounters2GBEra.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3Colo.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3ColoShadow.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3ColoTeams.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3FRLG.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3RSE.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3XD.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3XDShadow.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3XDTeams.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen3/EncountersWC3.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen4/Encounters4DPPt.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen4/Encounters4HGSS.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen5/Encounters5B2W2.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
