id,name_ja,name_ko,name_en,source_repo,source_commit,source_path_ja,source_path_ko,source_path_en
0,―――――,―――――,———,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Moves_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,PKHeX.Core/Resources/text/other/en/text_Moves_en.txt
1,はたく,막치기,Pound,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Moves_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,PKHeX.Core/Resources/text/other/en/text_Moves_en.txt
2,からてチョップ,태권당수,Karate Chop,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Moves_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,PKHeX.Core/Resources/text/other/en/text_Moves_en.txt
3,おうふくビンタ,연속뺨치기,Double Slap,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Moves_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,PKHeX.Core/Resources/text/other/en/text_Moves_en.txt
4,れんぞくパンチ,연속펀치,Comet Punch,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Moves_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,PKHeX.Core/Resources/text/other/en/text_Moves_en.txt
5,メガトンパンチ,메가톤펀치,Mega Punch,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Moves_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,PKHeX.Core/Resources/text/other/en/text_Moves_en.txt
6,ネコにこばん,고양이돈받기,Pay Day,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Moves_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,PKHeX.Core/Resources/text/other/en/text_Moves_en.txt
7,ほのおのパンチ,불꽃펀치,Fire Punch,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Moves_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,PKHeX.Core/Resources/text/other/en/text_Moves_en.txt
8,れいとうパンチ,냉동펀치,Ice Punch,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Moves_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,PKHeX.Core/Resources/text/other/en/text_Moves_en.txt
9,かみなりパンチ,번개펀치,Thunder Punch,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Moves_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,PKHeX.Core/Resources/text/other/en/text_Moves_en.txt
