id,name_ja,name_ko,name_en,source_repo,source_commit,source_path_ja,source_path_ko,source_path_en
0,―,-,—,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
1,あくしゅう,악취,Stench,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
2,あめふらし,잔비,Drizzle,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
3,かそく,가속,Speed Boost,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
4,カブトアーマー,전투무장,Battle Armor,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
5,がんじょう,옹골참,Sturdy,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
6,しめりけ,습기,Damp,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
7,じゅうなん,유연,Limber,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
8,すながくれ,모래숨기,Sand Veil,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
9,せいでんき,정전기,Static,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
10,ちくでん,축전,Volt Absorb,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
11,ちょすい,저수,Water Absorb,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
12,どんかん,둔감,Oblivious,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
13,ノーてんき,날씨부정,Cloud Nine,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
14,ふくがん,복안,Compound Eyes,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
15,ふみん,불면,Insomnia,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
16,へんしょく,변색,Color Change,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
17,めんえき,면역,Immunity,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
18,もらいび,타오르는불꽃,Flash Fire,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
19,りんぷん,인분,Shield Dust,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
20,マイペース,마이페이스,Own Tempo,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
21,きゅうばん,흡반,Suction Cups,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
22,いかく,위협,Intimidate,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
23,かげふみ,그림자밟기,Shadow Tag,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
24,さめはだ,까칠한피부,Rough Skin,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
25,ふしぎなまもり,불가사의부적,Wonder Guard,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
26,ふゆう,부유,Levitate,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
27,ほうし,포자,Effect Spore,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
28,シンクロ,싱크로,Synchronize,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
29,クリアボディ,클리어바디,Clear Body,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
30,しぜんかいふく,자연회복,Natural Cure,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
31,ひらいしん,피뢰침,Lightning Rod,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
32,てんのめぐみ,하늘의은총,Serene Grace,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
33,すいすい,쓱쓱,Swift Swim,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/other/ja/text_Abilities_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Abilities_ko.txt,PKHeX.Core/Resources/text/other/en/text_Abilities_en.txt
